Symbol,SIDM00551,SIDM00478,SIDM00326,SIDM01026,SIDM01028,SIDM00278,SIDM00250,SIDM01032,SIDM01031,SIDM01024,SIDM01027,SIDM00956,SIDM00347,SIDM00325,SIDM01025,SIDM00349,SIDM00052,SIDM01029,SIDM00322
TRAPPC2,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0
TRIAP1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1
TTC1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1
TTI1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0
TTI2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0
TUBB,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0
TUBGCP5,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0
TXNL4B,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0
UBA3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0
UBE2V1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1
URB2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1
UTP20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
WDR18,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0
ZNF207,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0
ALG13,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1
ATP6AP1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0
ATP6AP2,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0
ATP6V1C1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
ATP6V1H,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0
BCLAF1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0
C12orf45,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0
CAPZB,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0
CCDC130,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
CPSF1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
CSNK1A1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
CTNNBL1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0
DDX23,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0
DDX27,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
DDX52,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0
DIMT1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
DNAJC8,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0
EEF1B2,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0
EEF1G,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0
EIF3E,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0
ENY2,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0
ERVW-1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0
GEMIN4,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0
GEMIN8,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0
GINS3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0
GPN3,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0
GTF2A1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0
GTF3A,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0
GTF3C1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
HINFP,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0
HIST1H2AM,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
HIST2H3C,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
HIST2H3D,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1
INO80,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0
IPO11,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1
LSM11,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0
MCM10,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0
MCM3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0
MCRS1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0
MED10,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1
MED22,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0
MED7,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1
MRPS10,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0
MRPS14,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1
MRPS21,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1
MYBBP1A,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0
NAE1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1
NCL,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0
NDUFC2-KCTD14,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1
NELFB,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0
NOL12,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0
NOL8,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0
NPM1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1
NUDC,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
NUP54,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0
PCF11,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0
PELP1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0
POLD3,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0
PPP1R8,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0
PRMT5,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0
PYROXD1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0
RHOQ,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
RPL28,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0
RPS29,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0
SCD,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1
SETD1A,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0
SLBP,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0
SLC9B1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0
SMG5,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0
SNAPC5,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0
SPATA5L1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
TAF1A,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0
TAF1C,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0
TARDBP,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1
TBC1D3F,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
TBL3,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1
THAP5,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0
TPRKB,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0
TRIM49D1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0
UBAP1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
UBE2D3,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0
USP37,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
WDHD1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0
XPO1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0
ZC3H8,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0
ZNF335,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
ZNF830,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
ZNRD1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0
ACTB,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0
ACTR6,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0
ALDOA,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0
AP2S1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0
ARMC7,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0
BANP,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
BRD4,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0
BUD13,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0
CIAO1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0
CIAPIN1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
COPG1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
COX20,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0
CRCT1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
CRKL,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0
CSNK2B,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1
DBF4,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0
DCTN6,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0
DGCR14,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0
DHX36,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0
DHX9,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0
DMAP1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0
GLTSCR2,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0
GRWD1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0
HAUS2,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1
HAUS5,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0
HIST3H3,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0
HMGA1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0
HNRNPH1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0
HNRNPM,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0
HSPA9,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0
IPO13,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0
KIF18A,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0
MED18,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
METTL16,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0
MFN2,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0
MIS12,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0
MT1E,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0
NAA20,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0
NACA,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0
NELFCD,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0
NFYC,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0
NOC4L,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0
NRBP1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0
NUBP2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0
NUP62,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0
OIP5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
OSGEP,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0
PFDN1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0
POLR1D,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0
POTEJ,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0
PPIA,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0
PSMD2,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0
PWP1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1
RNPC3,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0
RPS10,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0
SBNO1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0
SDHC,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0
SFSWAP,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
SKA2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0
SLC25A5,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0
SNF8,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0
SNRNP40,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0
SRPRB,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0
SUPV3L1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0
TBCB,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0
TFRC,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0
TIMM44,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1
TINF2,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0
TRMT5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0
TRRAP,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0
TUBG2,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0
UBE2NL,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0
URB1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0
UTP18,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
VPS37A,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0
WDR1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0
YRDC,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1
ZNHIT2,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0
ALG14,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0
ANLN,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0
AP2M1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0
ARPP19,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1
ATP5C1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0
ATP5H,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0
ATP6V0B,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0
BARD1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1
BNIP3,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1
C17orf49,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0
CCDC58,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0
CD3D,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0
CNOT7,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0
COG3,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0
COX7B,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0
CSTF1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0
CUL3,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1
DCTN2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0
DDX39B,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1
DDX3X,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0
DDX51,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0
DDX59,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0
DGCR8,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0
DSCR4,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0
EGR2,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0
EIF5AL1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0
ELP3,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0
FAR2,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0
GMPPB,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0
GTF2H2,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0
HIST1H2AC,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0
HIST1H2BE,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0
HIST1H2BL,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0
IARS2,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0
ILF3,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0
KIF20A,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
KRTAP5-1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0
KRTAP5-11,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0
LSM10,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0
METAP1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0
METTL14,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0
MRPS5,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1
MVK,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1
NAA25,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0
NFS1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1
NFYB,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0
NOB1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0
NOM1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0
NOP9,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0
NUMA1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0
NUP43,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0
NUP88,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0
PCYT1A,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0
PNN,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0
POLR1E,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0
POLR3H,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0
PPP1R10,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0
PPP4C,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0
PRAMEF5,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0
PRPF3,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0
PRR13,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0
RAD51C,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0
RGPD2,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0
SHQ1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0
SON,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0
SRP14,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0
SRPR,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0
SRSF11,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0
SUDS3,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0
SUGP1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0
TAF1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0
TAF10,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0
TAF6,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0
TELO2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0
TERF1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0
TEX10,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0
TOMM20,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0
UQCRFS1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0
UQCRQ,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1
USP10,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0
USP17L5,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
YTHDC1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
ZWINT,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1
ACLY,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0
ACO2,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0
ARF4,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1
ASNA1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0
CCDC23,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0
CCND1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1
CDCA5,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0
CENPL,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0
CHMP3,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1
CHMP7,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0
COPS6,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0
DDX24,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
DHX38,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0
DIS3,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0
ECT2,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0
EIF4A1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0
ELP4,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0
ESF1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0
FBL,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1
FCGR1B,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0
FTSJ3,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0
H2AFJ,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0
HDAC3,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0
HIST1H2AH,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0
HIST1H2AL,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0
HMGCR,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0
HNRNPU,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0
HSCB,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
IK,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1
ING3,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0
INTS1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0
INTS5,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0
KANSL3,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0
LCE2A,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0
LCE2C,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0
LCE2D,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0
LIMS3,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0
LLPH,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1
MBTPS1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0
MCPH1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0
MCTS1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1
MRP63,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0
MRPL10,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0
MRPL41,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0
NARG2,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1
NUFIP1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0
OGT,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0
PARL,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0
PLA2G10,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0
POM121C,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0
PPP2CA,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1
PSMC5,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1
RABL2A,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0
